item,trial_type,Group ,pic_width,pic_height,Prime_word,Target_word,Prime_pic_correct,prime_pic_correct_link,Prime_pic_distract,prime_pic_distract_link,Target_pic_correct,target_pic_correct_link,Target_pic_distract,target_pic_distract_link,prime_sound,target_sound,prime_soundfile,target_soundfile
25,filler,A,,,sandwich,bird,sandwich_c.png,https://github.com/avray327/child-ing-study/blob/main/images/sandwich_c.png?raw=true,sandwich_w.png,https://github.com/avray327/child-ing-study/blob/main/images/sandwich_w.png?raw=true,bird_c.png,https://github.com/avray327/child-ing-study/blob/main/images/bird_c.png?raw=true,bird_w.png,https://github.com/avray327/child-ing-study/blob/main/images/bird_w.png?raw=true,sandwich.wav,bird.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/sandwich.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/bird.wav?raw=true
26,filler,A,,,door,cat,door_c.png,https://github.com/avray327/child-ing-study/blob/main/images/door_c.png?raw=true,door_w.png,https://github.com/avray327/child-ing-study/blob/main/images/door_w.png?raw=true,cat_c.png,https://github.com/avray327/child-ing-study/blob/main/images/cat_c.png?raw=true,cat_w.png,https://github.com/avray327/child-ing-study/blob/main/images/cat_w.png?raw=true,door.wav,cat.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/door.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/cat.wav?raw=true
27,filler,A,,,shirt,tree,shirt_c.png,https://github.com/avray327/child-ing-study/blob/main/images/shirt_c.png?raw=true,shirt_w.png,https://github.com/avray327/child-ing-study/blob/main/images/shirt_w.png?raw=true,tree_c.png,https://github.com/avray327/child-ing-study/blob/main/images/tree_c.png?raw=true,tree_w.png,https://github.com/avray327/child-ing-study/blob/main/images/tree_w.png?raw=true,shirt.wav,tree.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/shirt.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/tree.wav?raw=true
28,filler,A,,,orange,shoe,orange_c.png,https://github.com/avray327/child-ing-study/blob/main/images/orange_c.png?raw=true,orange_w.png,https://github.com/avray327/child-ing-study/blob/main/images/orange_w.png?raw=true,shoe_c.png,https://github.com/avray327/child-ing-study/blob/main/images/shoe_c.png?raw=true,shoe_w.png,https://github.com/avray327/child-ing-study/blob/main/images/shoe_w.png?raw=true,orange.wav,shoe.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/orange.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/shoe.wav?raw=true
29,filler,A,,,bed,frog,bed_c.png,https://github.com/avray327/child-ing-study/blob/main/images/bed_c.png?raw=true,bed_w.png,https://github.com/avray327/child-ing-study/blob/main/images/bed_w.png?raw=true,frog_c.png,https://github.com/avray327/child-ing-study/blob/main/images/frog_c.png?raw=true,frog_w.png,https://github.com/avray327/child-ing-study/blob/main/images/frog_w.png?raw=true,bed.wav,frog.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/bed.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/frog.wav?raw=true
30,filler,A,,,boat,sock,boat_c.png,https://github.com/avray327/child-ing-study/blob/main/images/boat_c.png?raw=true,boat_w.png,https://github.com/avray327/child-ing-study/blob/main/images/boat_w.png?raw=true,sock_c.png,https://github.com/avray327/child-ing-study/blob/main/images/sock_c.png?raw=true,sock_w.png,https://github.com/avray327/child-ing-study/blob/main/images/sock_w.png?raw=true,boat.wav,sock.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/boat.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/sock.wav?raw=true
31,filler,A,,,mouse,cake,mouse_c.png,https://github.com/avray327/child-ing-study/blob/main/images/mouse_c.png?raw=true,mouse_w.png,https://github.com/avray327/child-ing-study/blob/main/images/mouse_w.png?raw=true,cake_c.png,https://github.com/avray327/child-ing-study/blob/main/images/cake_c.png?raw=true,cake_w.png,https://github.com/avray327/child-ing-study/blob/main/images/cake_w.png?raw=true,mouse.wav,cake.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/mouse.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/cake.wav?raw=true
1,in prime,B,,,clappin,clapping,clapping_c.png,https://github.com/avray327/child-ing-study/blob/main/images/clapping_c.png?raw=true,clapping_pw.png,https://github.com/avray327/child-ing-study/blob/main/images/clapping_pw.png?raw=true,clapping_c.png,https://github.com/avray327/child-ing-study/blob/main/images/clapping_c.png?raw=true,clapping_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/clapping_tw.png?raw=true,clappin.wav,clapping.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/clappin.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/clapping.wav?raw=true
2,ing prime,B,,,kicking,kicking,kicking_c.png,https://github.com/avray327/child-ing-study/blob/main/images/kicking_c.png?raw=true,kicking_pw.png,https://github.com/avray327/child-ing-study/blob/main/images/kicking_pw.png?raw=true,kicking_c.png,https://github.com/avray327/child-ing-study/blob/main/images/kicking_c.png?raw=true,kicking_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/kicking_tw.png?raw=true,kicking.wav,kicking.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/kicking.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/kicking.wav?raw=true
3,unrel prime,B,,,turtle,dancing,turtle_c.png,https://github.com/avray327/child-ing-study/blob/main/images/turtle_c.png?raw=true,turtle_w.png,https://github.com/avray327/child-ing-study/blob/main/images/turtle_w.png?raw=true,dancing_c.png,https://github.com/avray327/child-ing-study/blob/main/images/dancing_c.png?raw=true,dancing_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/dancing_tw.png?raw=true,turtle.wav,dancing.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/turtle.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/dancing.wav?raw=true
4,in prime,B,,,drawin,drawing,drawing_c.png,https://github.com/avray327/child-ing-study/blob/main/images/drawing_c.png?raw=true,drawing_pw.png,https://github.com/avray327/child-ing-study/blob/main/images/drawing_pw.png?raw=true,drawing_c.png,https://github.com/avray327/child-ing-study/blob/main/images/drawing_c.png?raw=true,drawing_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/drawing_tw.png?raw=true,drawin.wav,drawing.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/drawin.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/drawing.wav?raw=true
5,ing prime,B,,,driving,driving,driving_c.png,https://github.com/avray327/child-ing-study/blob/main/images/driving_c.png?raw=true,driving_pw.png,https://github.com/avray327/child-ing-study/blob/main/images/driving_pw.png?raw=true,driving_c.png,https://github.com/avray327/child-ing-study/blob/main/images/driving_c.png?raw=true,driving_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/driving_tw.png?raw=true,driving.wav,driving.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/driving.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/driving.wav?raw=true
6,unrel prime,B,,,puppy,singing,puppy_c.png,https://github.com/avray327/child-ing-study/blob/main/images/puppy_c.png?raw=true,puppy_w.png,https://github.com/avray327/child-ing-study/blob/main/images/puppy_w.png?raw=true,singing_c.png,https://github.com/avray327/child-ing-study/blob/main/images/singing_c.png?raw=true,singing_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/singing_tw.png?raw=true,puppy.wav,singing.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/puppy.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/singing.wav?raw=true
7,in prime,B,,,runnin,running,running_c.png,https://github.com/avray327/child-ing-study/blob/main/images/running_c.png?raw=true,running_pw.png,https://github.com/avray327/child-ing-study/blob/main/images/running_pw.png?raw=true,running_c.png,https://github.com/avray327/child-ing-study/blob/main/images/running_c.png?raw=true,running_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/running_tw.png?raw=true,runnin.wav,running.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/runnin.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/running.wav?raw=true
8,ing prime,B,,,swimming,swimming,swimming_c.png,https://github.com/avray327/child-ing-study/blob/main/images/swimming_c.png?raw=true,swimming_pw.png,https://github.com/avray327/child-ing-study/blob/main/images/swimming_pw.png?raw=true,swimming_c.png,https://github.com/avray327/child-ing-study/blob/main/images/swimming_c.png?raw=true,swimming_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/swimming_tw.png?raw=true,swimming.wav,swimming.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/swimming.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/swimming.wav?raw=true
9,unrel prime,B,,,bunny,sleeping,bunny_c.png,https://github.com/avray327/child-ing-study/blob/main/images/bunny_c.png?raw=true,bunny_w.png,https://github.com/avray327/child-ing-study/blob/main/images/bunny_w.png?raw=true,sleeping_c.png,https://github.com/avray327/child-ing-study/blob/main/images/sleeping_c.png?raw=true,sleeping_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/sleeping_tw.png?raw=true,bunny.wav,sleeping.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/bunny.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/sleeping.wav?raw=true
10,unrel prime,B,,,chicken,walking,chicken_c.png,https://github.com/avray327/child-ing-study/blob/main/images/chicken_c.png?raw=true,chicken_w.png,https://github.com/avray327/child-ing-study/blob/main/images/chicken_w.png?raw=true,walking_c.png,https://github.com/avray327/child-ing-study/blob/main/images/walking_c.png?raw=true,walking_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/walking_tw.png?raw=true,chicken.wav,walking.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/chicken.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/walking.wav?raw=true
11,in prime,B,,,huggin,hugging,hugging_c.png,https://github.com/avray327/child-ing-study/blob/main/images/hugging_c.png?raw=true,hugging_pw.png,https://github.com/avray327/child-ing-study/blob/main/images/hugging_pw.png?raw=true,hugging_c.png,https://github.com/avray327/child-ing-study/blob/main/images/hugging_c.png?raw=true,hugging_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/hugging_tw.png?raw=true,huggin.wav,hugging.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/huggin.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/hugging.wav?raw=true
12,ing prime,B,,,throwing,throwing,throwing_c.png,https://github.com/avray327/child-ing-study/blob/main/images/throwing_c.png?raw=true,throwing_pw.png,https://github.com/avray327/child-ing-study/blob/main/images/throwing_pw.png?raw=true,throwing_c.png,https://github.com/avray327/child-ing-study/blob/main/images/throwing_c.png?raw=true,throwing_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/throwing_tw.png?raw=true,throwing.wav,throwing.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/throwing.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/throwing.wav?raw=true
13,unrel prime,B,,,apple,talking,apple_c.png,https://github.com/avray327/child-ing-study/blob/main/images/apple_c.png?raw=true,apple_w.png,https://github.com/avray327/child-ing-study/blob/main/images/apple_w.png?raw=true,talking_c.png,https://github.com/avray327/child-ing-study/blob/main/images/talking_c.png?raw=true,talking_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/talking_tw.png?raw=true,apple.wav,talking.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/apple.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/talking.wav?raw=true
14,in prime,B,,,drinkin,drinking,drinking_c.png,https://github.com/avray327/child-ing-study/blob/main/images/drinking_c.png?raw=true,drinking_pw.png,https://github.com/avray327/child-ing-study/blob/main/images/drinking_pw.png?raw=true,drinking_c.png,https://github.com/avray327/child-ing-study/blob/main/images/drinking_c.png?raw=true,drinking_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/drinking_tw.png?raw=true,drinkin.wav,drinking.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/drinkin.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/drinking.wav?raw=true
15,ing prime,B,,,reading,reading,reading_c.png,https://github.com/avray327/child-ing-study/blob/main/images/reading_c.png?raw=true,reading_pw.png,https://github.com/avray327/child-ing-study/blob/main/images/reading_pw.png?raw=true,reading_c.png,https://github.com/avray327/child-ing-study/blob/main/images/reading_c.png?raw=true,reading_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/reading_tw.png?raw=true,reading.wav,reading.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/reading.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/reading.wav?raw=true
16,filler,B,,,book,baby,book_c.png,https://github.com/avray327/child-ing-study/blob/main/images/book_c.png?raw=true,book_w.png,https://github.com/avray327/child-ing-study/blob/main/images/book_w.png?raw=true,baby_c.png,https://github.com/avray327/child-ing-study/blob/main/images/baby_c.png?raw=true,baby_w.png,https://github.com/avray327/child-ing-study/blob/main/images/baby_w.png?raw=true,book.wav,baby.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/book.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/baby.wav?raw=true
17,filler,B,,,hand,spoon,hand_c.png,https://github.com/avray327/child-ing-study/blob/main/images/hand_c.png?raw=true,hand_w.png,https://github.com/avray327/child-ing-study/blob/main/images/hand_w.png?raw=true,spoon_c.png,https://github.com/avray327/child-ing-study/blob/main/images/spoon_c.png?raw=true,spoon_w.png,https://github.com/avray327/child-ing-study/blob/main/images/spoon_w.png?raw=true,hand.wav,spoon.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/hand.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/spoon.wav?raw=true
18,filler,B,,,doll,cup,doll_c.png,https://github.com/avray327/child-ing-study/blob/main/images/doll_c.png?raw=true,doll_w.png,https://github.com/avray327/child-ing-study/blob/main/images/doll_w.png?raw=true,cup_c.png,https://github.com/avray327/child-ing-study/blob/main/images/cup_c.png?raw=true,cup_w.png,https://github.com/avray327/child-ing-study/blob/main/images/cup_w.png?raw=true,doll.wav,cup.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/doll.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/cup.wav?raw=true
19,filler,B,,,nose,duck,nose_c.png,https://github.com/avray327/child-ing-study/blob/main/images/nose_c.png?raw=true,nose_w.png,https://github.com/avray327/child-ing-study/blob/main/images/nose_w.png?raw=true,duck_c.png,https://github.com/avray327/child-ing-study/blob/main/images/duck_c.png?raw=true,duck_w.png,https://github.com/avray327/child-ing-study/blob/main/images/duck_w.png?raw=true,nose.wav,duck.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/nose.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/duck.wav?raw=true
20,filler,B,,,ball,hat,ball_c.png,https://github.com/avray327/child-ing-study/blob/main/images/ball_c.png?raw=true,ball_w.png,https://github.com/avray327/child-ing-study/blob/main/images/ball_w.png?raw=true,hat_c.png,https://github.com/avray327/child-ing-study/blob/main/images/hat_c.png?raw=true,hat_w.png,https://github.com/avray327/child-ing-study/blob/main/images/hat_w.png?raw=true,ball.wav,hat.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/ball.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/hat.wav?raw=true
21,filler,B,,,cow,house,cow_c.png,https://github.com/avray327/child-ing-study/blob/main/images/cow_c.png?raw=true,cow_w.png,https://github.com/avray327/child-ing-study/blob/main/images/cow_w.png?raw=true,house_c.png,https://github.com/avray327/child-ing-study/blob/main/images/house_c.png?raw=true,house_w.png,https://github.com/avray327/child-ing-study/blob/main/images/house_w.png?raw=true,cow.wav,house.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/cow.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/house.wav?raw=true
22,filler,B,,,bear,bread,bear_c.png,https://github.com/avray327/child-ing-study/blob/main/images/bear_c.png?raw=true,bear_w.png,https://github.com/avray327/child-ing-study/blob/main/images/bear_w.png?raw=true,bread_c.png,https://github.com/avray327/child-ing-study/blob/main/images/bread_c.png?raw=true,bread_w.png,https://github.com/avray327/child-ing-study/blob/main/images/bread_w.png?raw=true,bear.wav,bread.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/bear.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/bread.wav?raw=true
23,filler,B,,,horse,clock,horse_c.png,https://github.com/avray327/child-ing-study/blob/main/images/horse_c.png?raw=true,horse_w.png,https://github.com/avray327/child-ing-study/blob/main/images/horse_w.png?raw=true,clock_c.png,https://github.com/avray327/child-ing-study/blob/main/images/clock_c.png?raw=true,clock_w.png,https://github.com/avray327/child-ing-study/blob/main/images/clock_w.png?raw=true,horse.wav,clock.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/horse.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/clock.wav?raw=true
24,filler,B,,,feet,car,feet_c.png,https://github.com/avray327/child-ing-study/blob/main/images/feet_c.png?raw=true,feet_w.png,https://github.com/avray327/child-ing-study/blob/main/images/feet_w.png?raw=true,car_c.png,https://github.com/avray327/child-ing-study/blob/main/images/car_c.png?raw=true,car_w.png,https://github.com/avray327/child-ing-study/blob/main/images/car_w.png?raw=true,feet.wav,car.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/feet.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/car.wav?raw=true
25,filler,B,,,sandwich,bird,sandwich_c.png,https://github.com/avray327/child-ing-study/blob/main/images/sandwich_c.png?raw=true,sandwich_w.png,https://github.com/avray327/child-ing-study/blob/main/images/sandwich_w.png?raw=true,bird_c.png,https://github.com/avray327/child-ing-study/blob/main/images/bird_c.png?raw=true,bird_w.png,https://github.com/avray327/child-ing-study/blob/main/images/bird_w.png?raw=true,sandwich.wav,bird.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/sandwich.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/bird.wav?raw=true
26,filler,B,,,door,cat,door_c.png,https://github.com/avray327/child-ing-study/blob/main/images/door_c.png?raw=true,door_w.png,https://github.com/avray327/child-ing-study/blob/main/images/door_w.png?raw=true,cat_c.png,https://github.com/avray327/child-ing-study/blob/main/images/cat_c.png?raw=true,cat_w.png,https://github.com/avray327/child-ing-study/blob/main/images/cat_w.png?raw=true,door.wav,cat.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/door.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/cat.wav?raw=true
27,filler,B,,,shirt,tree,shirt_c.png,https://github.com/avray327/child-ing-study/blob/main/images/shirt_c.png?raw=true,shirt_w.png,https://github.com/avray327/child-ing-study/blob/main/images/shirt_w.png?raw=true,tree_c.png,https://github.com/avray327/child-ing-study/blob/main/images/tree_c.png?raw=true,tree_w.png,https://github.com/avray327/child-ing-study/blob/main/images/tree_w.png?raw=true,shirt.wav,tree.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/shirt.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/tree.wav?raw=true
28,filler,B,,,orange,shoe,orange_c.png,https://github.com/avray327/child-ing-study/blob/main/images/orange_c.png?raw=true,orange_w.png,https://github.com/avray327/child-ing-study/blob/main/images/orange_w.png?raw=true,shoe_c.png,https://github.com/avray327/child-ing-study/blob/main/images/shoe_c.png?raw=true,shoe_w.png,https://github.com/avray327/child-ing-study/blob/main/images/shoe_w.png?raw=true,orange.wav,shoe.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/orange.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/shoe.wav?raw=true
29,filler,B,,,bed,frog,bed_c.png,https://github.com/avray327/child-ing-study/blob/main/images/bed_c.png?raw=true,bed_w.png,https://github.com/avray327/child-ing-study/blob/main/images/bed_w.png?raw=true,frog_c.png,https://github.com/avray327/child-ing-study/blob/main/images/frog_c.png?raw=true,frog_w.png,https://github.com/avray327/child-ing-study/blob/main/images/frog_w.png?raw=true,bed.wav,frog.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/bed.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/frog.wav?raw=true
30,filler,B,,,boat,sock,boat_c.png,https://github.com/avray327/child-ing-study/blob/main/images/boat_c.png?raw=true,boat_w.png,https://github.com/avray327/child-ing-study/blob/main/images/boat_w.png?raw=true,sock_c.png,https://github.com/avray327/child-ing-study/blob/main/images/sock_c.png?raw=true,sock_w.png,https://github.com/avray327/child-ing-study/blob/main/images/sock_w.png?raw=true,boat.wav,sock.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/boat.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/sock.wav?raw=true
31,filler,B,,,mouse,cake,mouse_c.png,https://github.com/avray327/child-ing-study/blob/main/images/mouse_c.png?raw=true,mouse_w.png,https://github.com/avray327/child-ing-study/blob/main/images/mouse_w.png?raw=true,cake_c.png,https://github.com/avray327/child-ing-study/blob/main/images/cake_c.png?raw=true,cake_w.png,https://github.com/avray327/child-ing-study/blob/main/images/cake_w.png?raw=true,mouse.wav,cake.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/mouse.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/cake.wav?raw=true
1,unrel prime,C,,,crayon,clapping,crayon_c.png,https://github.com/avray327/child-ing-study/blob/main/images/crayon_c.png?raw=true,crayon_w.png,https://github.com/avray327/child-ing-study/blob/main/images/crayon_w.png?raw=true,clapping_c.png,https://github.com/avray327/child-ing-study/blob/main/images/clapping_c.png?raw=true,clapping_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/clapping_tw.png?raw=true,crayon.wav,clapping.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/crayon.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/clapping.wav?raw=true
2,in prime,C,,,kickin,kicking,kicking_c.png,https://github.com/avray327/child-ing-study/blob/main/images/kicking_c.png?raw=true,kicking_pw.png,https://github.com/avray327/child-ing-study/blob/main/images/kicking_pw.png?raw=true,kicking_c.png,https://github.com/avray327/child-ing-study/blob/main/images/kicking_c.png?raw=true,kicking_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/kicking_tw.png?raw=true,kickin.wav,kicking.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/kickin.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/kicking.wav?raw=true
3,ing prime,C,,,dancing,dancing,dancing_c.png,https://github.com/avray327/child-ing-study/blob/main/images/dancing_c.png?raw=true,dancing_pw.png,https://github.com/avray327/child-ing-study/blob/main/images/dancing_pw.png?raw=true,dancing_c.png,https://github.com/avray327/child-ing-study/blob/main/images/dancing_c.png?raw=true,dancing_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/dancing_tw.png?raw=true,dancing.wav,dancing.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/dancing.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/dancing.wav?raw=true
4,unrel prime,C,,,flower,drawing,flower_c.png,https://github.com/avray327/child-ing-study/blob/main/images/flower_c.png?raw=true,flower_w.png,https://github.com/avray327/child-ing-study/blob/main/images/flower_w.png?raw=true,drawing_c.png,https://github.com/avray327/child-ing-study/blob/main/images/drawing_c.png?raw=true,drawing_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/drawing_tw.png?raw=true,flower.wav,drawing.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/flower.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/drawing.wav?raw=true
5,in prime,C,,,drivin,driving,driving_c.png,https://github.com/avray327/child-ing-study/blob/main/images/driving_c.png?raw=true,driving_pw.png,https://github.com/avray327/child-ing-study/blob/main/images/driving_pw.png?raw=true,driving_c.png,https://github.com/avray327/child-ing-study/blob/main/images/driving_c.png?raw=true,driving_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/driving_tw.png?raw=true,drivin.wav,driving.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/drivin.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/driving.wav?raw=true
6,ing prime,C,,,singing,singing,singing_c.png,https://github.com/avray327/child-ing-study/blob/main/images/singing_c.png?raw=true,singing_pw.png,https://github.com/avray327/child-ing-study/blob/main/images/singing_pw.png?raw=true,singing_c.png,https://github.com/avray327/child-ing-study/blob/main/images/singing_c.png?raw=true,singing_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/singing_tw.png?raw=true,singing.wav,singing.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/singing.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/singing.wav?raw=true
7,unrel prime,C,,,button,running,button_c.png,https://github.com/avray327/child-ing-study/blob/main/images/button_c.png?raw=true,button_w.png,https://github.com/avray327/child-ing-study/blob/main/images/button_w.png?raw=true,running_c.png,https://github.com/avray327/child-ing-study/blob/main/images/running_c.png?raw=true,running_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/running_tw.png?raw=true,button.wav,running.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/button.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/running.wav?raw=true
8,in prime,C,,,swimmin,swimming,swimming_c.png,https://github.com/avray327/child-ing-study/blob/main/images/swimming_c.png?raw=true,swimming_pw.png,https://github.com/avray327/child-ing-study/blob/main/images/swimming_pw.png?raw=true,swimming_c.png,https://github.com/avray327/child-ing-study/blob/main/images/swimming_c.png?raw=true,swimming_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/swimming_tw.png?raw=true,swimmin.wav,swimming.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/swimmin.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/swimming.wav?raw=true
9,ing prime,C,,,sleeping,sleeping,sleeping_c.png,https://github.com/avray327/child-ing-study/blob/main/images/sleeping_c.png?raw=true,sleeping_pw.png,https://github.com/avray327/child-ing-study/blob/main/images/sleeping_pw.png?raw=true,sleeping_c.png,https://github.com/avray327/child-ing-study/blob/main/images/sleeping_c.png?raw=true,sleeping_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/sleeping_tw.png?raw=true,sleeping.wav,sleeping.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/sleeping.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/sleeping.wav?raw=true
10,ing prime,C,,,walking,walking,walking_c.png,https://github.com/avray327/child-ing-study/blob/main/images/walking_c.png?raw=true,walking_pw.png,https://github.com/avray327/child-ing-study/blob/main/images/walking_pw.png?raw=true,walking_c.png,https://github.com/avray327/child-ing-study/blob/main/images/walking_c.png?raw=true,walking_tw.png,https://github.com/avray327/child-ing-study/blob/main/images/walking_tw.png?raw=true,walking.wav,walking.wav,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/walking.wav?raw=true,https://github.com/avray327/child-ing-study/blob/main/sample%20audio/walking.wav?raw=true
